#  Table f622w_sys.tab  Mon 11:02:31 21-Aug-95
#      WAVELENGTH      THROUGHPUT
#       angstroms                
          6279.94       0.1372796
         6289.283        0.137537
          6298.64       0.1378238
         6308.011       0.1380814
         6317.402       0.1384791
         6326.801       0.1388026
         6336.214       0.1391867
          6345.64       0.1395363
         6355.081       0.1398705
         6364.539       0.1401694
         6374.012       0.1405673
         6383.494       0.1408998
         6392.991       0.1411801
         6402.502       0.1413093
         6412.031       0.1413101
         6421.571       0.1412765
         6431.128       0.1412934
         6440.692       0.1412304
         6450.278       0.1411292
         6459.874       0.1409405
         6469.488        0.140701
         6479.117       0.1404168
         6488.752       0.1400567
          6498.41       0.1397076
         6508.078       0.1392021
         6517.764       0.1386236
          6527.46       0.1375085
         6537.171       0.1374506
           6546.9       0.1367339
         6556.641       0.1358972
         6566.399       0.1349755
         6576.168       0.1339866
         6585.952       0.1329332
          6595.75       0.1317699
         6605.566       0.1304431
         6615.394       0.1289157
         6625.239       0.1272158
         6635.092       0.1253522
         6644.967       0.1233218
         6654.857       0.1210085
         6664.757        0.118306
         6674.677       0.1151596
         6684.603       0.1116897
         6694.552       0.1081952
         6704.515       0.1050136
          6714.49       0.1023097
         6724.479       0.1002756
         6734.483      0.09890314
         6744.506      0.09791802
         6754.541      0.09714157
         6764.593      0.09638182
         6774.657      0.09612345
         6784.736      0.09683786
          6794.83      0.09895589
         6804.943       0.1026129
          6815.07       0.1076616
         6825.209       0.1133968
         6835.364       0.1185912
         6845.533       0.1207735
         6855.721        0.117453
          6865.92       0.1071983
         6876.139      0.09088353
         6886.369      0.07177833
         6896.614       0.0533745
         6906.875      0.03807273
         6917.154       0.0266675
         6927.449      0.01865538
         6937.751      0.01322397
         6948.076     0.009519616
         6958.414     0.006961855
          6968.77     0.005148117
         6979.141     0.004048705
         6989.521     0.003517707
         6999.923     0.002941927
         7010.337     0.002268776
         7020.771     0.001757081
         7031.211     0.001363078
         7041.676     0.001062962
         7052.156     8.355394E-4
         7062.648     6.729381E-4
         7073.155     5.429901E-4
         7083.682     4.467840E-4
         7094.217     3.731365E-4
         7104.775     3.137879E-4
         7115.349     2.640380E-4
         7125.935     2.217636E-4
         7136.537     1.855029E-4
         7147.154     1.555023E-4
         7157.791     1.297772E-4
         7168.444     1.082912E-4
         7179.108     9.087787E-5
         7189.789     7.719646E-5
         7200.486     6.669561E-5
         7211.202     5.850526E-5
         7221.931     5.162087E-5
         7232.679     4.568347E-5
         7243.439     4.030753E-5
         7254.216     3.549471E-5
         7265.008     3.142061E-5
          7275.82     2.759180E-5
         7286.649     2.433867E-5
         7297.485     2.137480E-5
         7308.346     1.890420E-5
         7319.219     1.671281E-5
         7330.112     1.494338E-5
         7341.022     1.329091E-5
         7351.939     1.197396E-5
         7362.881     1.098434E-5
         7373.835     9.973967E-6
         7384.806     9.307414E-6
         7395.796     8.526419E-6
         7406.799     7.958165E-6
         7417.819     7.206118E-6
         7428.858     6.740334E-6
         7439.911     6.049564E-6
         7450.983     5.475303E-6
         7462.064     4.943568E-6
          7473.17     4.484736E-6
         7484.292     4.119242E-6
         7495.427     3.773492E-6
