6.27	22.96	7.94		22.04	7.94		6.27	0.26
6.28	18.42	7.2		17.69	7.2		6.28	0.21
6.29	14.89	6.63		14.33	6.63		6.29	0.17
6.30	12.12	6.1		11.69	6.1		6.3	0.14
6.31	10.02	5.62		9.7	5.62		6.31	0.12
6.32	8.45	5.14		8.21	5.14		6.32	0.1
6.33	7.24	4.63		7.06	4.63		6.33	0.08
6.34	6.38	4.14		6.23	4.14		6.34	0.07
6.35	5.6	3.5		5.5	3.5		6.35	0.06
6.36	5.1	2.93		5.02	2.93		6.36	0.06
6.37	4.71	2.43		4.64	2.43		6.37	0.05
6.38	4.36	1.93		4.3	1.93		6.38	0.05
6.39	4.1	1.55		4.04	1.55		6.39	0.05
6.40	3.86	1.27		3.79	1.27		6.4	0.04
6.41	3.6	1.07		3.53	1.07		6.41	0.04
6.42	3.19	0.83		3.1	0.83		6.42	0.04
6.43	2.83	0.67		2.73	0.67		6.43	0.03
6.44	2.42	0.55		2.32	0.55		6.44	0.03
6.45	2.01	0.46		1.91	0.46		6.45	0.02
6.46	1.62	0.39		1.53	0.39		6.46	0.02
6.47	1.31	0.34		1.23	0.34		6.47	0.02
6.48	1.03	0.31		0.97	0.31		6.48	0.01
6.49	0.8	0.28		0.75	0.28		6.49	0.01
6.50	0.62	0.26		0.58	0.26		6.5	0.01
6.51	0.49	0.22		0.46	0.22		6.51	0.01
6.52	0.41	0.22		0.39	0.22		6.52	0
6.53	0.32	0.2		0.31	0.2		6.53	0
6.54	0.28	0.2		0.27	0.2		6.54	0
6.55	0.24	0.19		0.23	0.19		6.55	0
6.56	0.2	0.18		0.19	0.18		6.56	0
6.57	0.19	0.19		0.17	0.19		6.57	0
6.58	0.15	0.17		0.14	0.17		6.58	0
6.59	0.14	0.17		0.14	0.17		6.59	0
6.60	0.13	0.16		0.12	0.16		6.6	0
6.61	0.12	0.15		0.11	0.15		6.61	0
6.62	0.11	0.13		0.11	0.13		6.62	0
6.63	0.11	0.11		0.11	0.11		6.63	0
6.64	0.1	0.09		0.09	0.09		6.64	0
6.65	0.1	0.08		0.1	0.08		6.65	0
6.66	0.1	0.06		0.09	0.06		6.66	0
6.67	0.09	0.04		0.08	0.04		6.67	0
6.68	0.09	0.02		0.08	0.02		6.68	0
6.69	0.09	0		0.07	0		6.69	0
6.70	0.08	0		0.07	0		6.7	0
6.71	0.07	-0.01		0.06	-0.01		6.71	0
6.72	0.06	-0.01		0.05	-0.01		6.72	0
6.73	0.05	-0.01		0.05	-0.01		6.73	0
